id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-421042,2019-01-07,000001,Vente,280000,5,,ALL DES COURLINS,0172,95610,95218,Éragny,95,,,95218000BI0003,,,5,107.14,,,,,,,,,1,1,Maison,89,5,,,,,,2.109945,49.015815
2019-421042,2019-01-07,000001,Vente,280000,9001,,ALL DES COURLINS,0172,95610,95218,Éragny,95,,,95218000BI0003,,,1005,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.109945,49.015815
2019-421043,2019-01-09,000001,Vente,385000,20,B,RUE SAINT ROMAIN,0310,95420,95690,Wy-dit-Joli-Village,95,,,956900000A0879,,,,,,,,,,,,,0,1,Maison,170,4,S,sols,,,575,1.833736,49.103714
2019-421044,2019-01-09,000001,Vente,119000,19,,RUE DE FRANCE,0270,95310,95572,Saint-Ouen-l'Aumône,95,,,95572000AY0138,,,414,61.86,,,,,,,,,1,2,Appartement,57,3,,,,,,2.132834,49.061054
2019-421045,2019-01-04,000001,Vente,115000,1,,RUE DE LA VEILLEE,1861,95800,95127,Cergy,95,,,95127000CZ0273,,,4,46.3,,,,,,,,,1,2,Appartement,46,2,,,,,,2.030874,49.045633
2019-421045,2019-01-04,000001,Vente,115000,1,,RUE DE LA VEILLEE,1861,95800,95127,Cergy,95,,,95127000CZ0273,,,35,,,,,,,,,,1,2,Appartement,30,1,,,,,,2.030874,49.045633
2019-421046,2019-01-08,000001,Vente,243000,6,,RUE PASTEUR,0320,95430,95120,Butry-sur-Oise,95,,,95120000AE0051,,,,,,,,,,,,,0,1,Maison,60,4,S,sols,,,183,2.196507,49.085221
2019-421046,2019-01-08,000001,Vente,243000,,,LA CROIX DE BUTRY,B007,95430,95120,Butry-sur-Oise,95,,,95120000AE0052,,,,,,,,,,,,,0,,,,,S,sols,,,104,2.196533,49.085426
2019-421047,2019-01-04,000001,Vente,205900,13,,RUE DE LA FALAISE,0240,95690,95446,Nesles-la-Vallée,95,,,95446000AC0188,,,,,,,,,,,,,0,1,Maison,50,2,S,sols,,,144,2.166753,49.128132
2019-421048,2019-01-04,000001,Vente,274000,100,,ALL JULES MASSENET,0196,95620,95480,Parmain,95,,,95480000AD0212,,,1233,122.46,,,,,,,,,1,1,Maison,134,5,,,,,,2.205558,49.104946
2019-421048,2019-01-04,000001,Vente,274000,100,,ALL JULES MASSENET,0196,95620,95480,Parmain,95,,,95480000AD0212,,,1198,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.205558,49.104946
2019-421049,2019-01-09,000001,Vente,305000,25,T,RUE CARNOT,0080,95480,95488,Pierrelaye,95,,,95488000AD1399,,,,,,,,,,,,,0,1,Maison,95,4,S,sols,,,183,2.15178,49.020832
2019-421050,2019-01-07,000001,Vente en l'état futur d'achèvement,214000,,,LA CROIX DES VIGNES,B021,95290,95313,L'Isle-Adam,95,,,95313000AV0270,,,403,,,,,,,,,,1,,,,,,,,,,2.224838,49.106669
2019-421050,2019-01-07,000001,Vente en l'état futur d'achèvement,214000,,,LA CROIX DES VIGNES,B021,95290,95313,L'Isle-Adam,95,,,95313000AV0270,,,426,,,,,,,,,,1,,,,,,,,,,2.224838,49.106669
2019-421050,2019-01-07,000001,Vente en l'état futur d'achèvement,214000,,,LA CROIX DES VIGNES,B021,95290,95313,L'Isle-Adam,95,,,95313000AV0270,,,619,,,,,,,,,,1,,,,,,,,,,2.224838,49.106669
2019-421051,2019-01-08,000001,Vente,111000,8,,AV DES TROIS EPIS,1796,95800,95127,Cergy,95,,,95127000EK0149,,,58,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.013356,49.051815
2019-421051,2019-01-08,000001,Vente,111000,8,,AV DES TROIS EPIS,1796,95800,95127,Cergy,95,,,95127000EK0149,,,25,33.05,,,,,,,,,1,2,Appartement,33,2,,,,,,2.013356,49.051815
2019-421052,2019-01-09,000001,Vente,280500,48,,BD DES CHASSEURS,0083,95800,95183,Courdimanche,95,,,95183000HK0102,,,,,,,,,,,,,0,1,Maison,85,4,S,sols,,,193,2.003076,49.046849
2019-421052,2019-01-09,000001,Vente,280500,,,LE FIEF A CAVAN,B023,95800,95183,Courdimanche,95,,,95183000HK0496,,,,,,,,,,,,,0,,,,,S,sols,,,58,2.003165,49.046841
2019-421053,2019-01-08,000001,Vente,149000,11,,RUE DES CHARMILLES,0121,95610,95218,Éragny,95,,,95218000AD0309,,,2178,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.098348,49.032408
2019-421053,2019-01-08,000001,Vente,149000,11,,RUE DES CHARMILLES,0121,95610,95218,Éragny,95,,,95218000AD0309,,,2033,42,,,,,,,,,1,2,Appartement,42,2,,,,,,2.098348,49.032408
2019-421054,2019-01-11,000001,Vente,292000,28,,RUE SERE DEPOIN,1770,95300,95500,Pontoise,95,,,95500000AK0883,,,10,,9,110.75,,,,,,,2,4,Local industriel. commercial ou assimilé,110,0,,,,,,2.096477,49.047941
2019-421055,2019-01-02,000001,Vente,162000,9001,,RUE DE LA JUSTICE TURQUOISE,0874,95000,95127,Cergy,95,,,95127000AT0009,,,124,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.058156,49.044272
2019-421055,2019-01-02,000001,Vente,162000,3,,RUE DE LA JUSTICE TURQUOISE,0874,95000,95127,Cergy,95,,,95127000AT0009,,,31,79.54,,,,,,,,,1,2,Appartement,80,4,,,,,,2.058156,49.044272
2019-421056,2019-01-09,000001,Vente,635000,15,,CHE DES BOEUFS,0026,95540,95394,Méry-sur-Oise,95,,,95394000ZB0046,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,687,0,S,sols,,,1553,2.167652,49.053545
2019-421057,2019-01-10,000001,Vente,315000,8,,RUE DE COURCELLES,0160,95310,95572,Saint-Ouen-l'Aumône,95,,,95572000BC0049,,,,,,,,,,,,,0,1,Maison,104,3,S,sols,,,357,2.119834,49.054009
2019-421058,2019-01-04,000001,Vente,327400,45,,AV VICTOR HUGO,1520,95630,95392,Mériel,95,,,95392000AL0444,,,,,,,,,,,,,0,1,Maison,90,5,S,sols,,,614,2.199935,49.073837
2019-421059,2019-01-04,000001,Vente,323000,4,,SEN DE LA PLANCHE,0120,95810,95627,Vallangoujard,95,,,95627000AC0130,,,,,,,,,,,,,0,1,Maison,120,4,S,sols,,,754,2.106431,49.141759
2019-421059,2019-01-04,000001,Vente,323000,,,LE BOUT D EN HAUT,B005,95810,95627,Vallangoujard,95,,,95627000AC0131,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,419,2.106424,49.141863
2019-421060,2019-01-03,000001,Vente,107000,10,,RUE DES PLANTS ORANGE,1353,95000,95127,Cergy,95,,,95127000BE0005,,,1974,45.5,,,,,,,,,1,2,Appartement,44,2,,,,,,2.080243,49.030832
2019-421060,2019-01-03,000001,Vente,107000,9001,,RUE DES PLANTS ORANGE,1353,95000,95127,Cergy,95,,,95127000BE0005,,,523,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.080243,49.030832
2019-421061,2019-01-14,000001,Vente,455000,5,,RUE DES ROCHES,0570,95430,95039,Auvers-sur-Oise,95,,,95039000AB0239,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,1038,2.127537,49.06717
2019-421062,2019-01-07,000001,Vente,120000,2,,RUE RAJON,0540,95430,95039,Auvers-sur-Oise,95,,,95039000AP0246,,,,,,,,,,,,,0,1,Maison,24,1,S,sols,,,134,2.188181,49.074677
2019-421062,2019-01-07,000001,Vente,120000,,,RUE RAJON,0540,95430,95039,Auvers-sur-Oise,95,,,95039000AP0247,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,535,2.188128,49.074824
2019-421063,2019-01-11,000001,Vente,295800,19,B,RUE ANATOLE FRANCE,0010,95310,95572,Saint-Ouen-l'Aumône,95,,,95572000BE0091,,,,,,,,,,,,,0,1,Maison,89,4,S,sols,,,300,2.122879,49.048246
2019-421064,2019-01-08,000001,Vente,400000,4,,RUE PAUL CEZANNE,0771,95520,95476,Osny,95,,,95476000HD0127,,,,,,,,,,,,,0,1,Maison,144,5,S,sols,,,701,2.079477,49.062277
2019-421065,2019-01-11,000001,Vente en l'état futur d'achèvement,172000,,,LA TOUFFE,B047,95800,95183,Courdimanche,95,,,95183000HL0634,,,25,,,,,,,,,,1,,,,,,,,,,2.001591,49.04077
2019-421065,2019-01-11,000001,Vente en l'état futur d'achèvement,172000,,,LA TOUFFE,B047,95800,95183,Courdimanche,95,,,95183000HL0634,,,1,,,,,,,,,,1,,,,,,,,,,2.001591,49.04077
2019-421066,2019-01-08,000001,Vente,299000,53,,AV SIMONE SIGNORET,0704,95490,95637,Vauréal,95,,,95637000EX0462,,,,,,,,,,,,,0,1,Maison,89,5,S,sols,,,226,2.017421,49.025934
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1196,,,,,,,,,,,,,0,,,,,S,sols,,,13,2.015963,49.025261
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1197,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.016122,49.025287
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1198,,,,,,,,,,,,,0,,,,,S,sols,,,14,2.016283,49.025295
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1199,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.016359,49.025383
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1200,,,,,,,,,,,,,0,,,,,S,sols,,,6,2.016329,49.025469
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1201,,,,,,,,,,,,,0,,,,,S,sols,,,6,2.016307,49.02552
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1202,,,,,,,,,,,,,0,,,,,S,sols,,,1,2.016367,49.025564
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1203,,,,,,,,,,,,,0,,,,,S,sols,,,6,2.016451,49.025551
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1204,,,,,,,,,,,,,0,,,,,S,sols,,,6,2.016469,49.025501
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1205,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.016504,49.02541
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1206,,,,,,,,,,,,,0,,,,,S,sols,,,30,2.01675,49.025373
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1207,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.017001,49.025489
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1208,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.016975,49.025573
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1209,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.016953,49.02563
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1210,,,,,,,,,,,,,0,,,,,S,sols,,,1,2.017028,49.025655
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1211,,,,,,,,,,,,,0,,,,,S,sols,,,22,2.01713,49.025669
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1212,,,,,,,,,,,,,0,,,,,S,sols,,,22,2.017199,49.025623
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1213,,,,,,,,,,,,,0,,,,,S,sols,,,22,2.017303,49.025556
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1214,,,,,,,,,,,,,0,,,,,S,sols,,,28,2.01743,49.025479
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1215,,,,,,,,,,,,,0,,,,,S,sols,,,27,2.017686,49.025503
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1216,,,,,,,,,,,,,0,,,,,S,sols,,,26,2.017735,49.025482
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1217,,,,,,,,,,,,,0,,,,,S,sols,,,26,2.017467,49.025422
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1218,,,,,,,,,,,,,0,,,,,S,sols,,,20,2.017445,49.025318
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1219,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.0173,49.02526
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1220,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.017271,49.025341
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1221,,,,,,,,,,,,,0,,,,,S,sols,,,1,2.017032,49.025344
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1222,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.016957,49.025318
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1223,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.016774,49.02529
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1224,,,,,,,,,,,,,0,,,,,S,sols,,,18,2.016618,49.025262
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1225,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.016435,49.025224
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1226,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.016352,49.02521
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1227,,,,,,,,,,,,,0,,,,,S,sols,,,18,2.016169,49.025188
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1228,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.015974,49.025156
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1229,,,,,,,,,,,,,0,,,,,S,sols,,,1,2.015931,49.025163
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1230,,,,,,,,,,,,,0,,,,,S,sols,,,26,2.017493,49.025979
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1231,,,,,,,,,,,,,0,,,,,S,sols,,,68,2.017603,49.025899
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1232,,,,,,,,,,,,,0,,,,,S,sols,,,56,2.017729,49.025813
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1233,,,,,,,,,,,,,0,,,,,S,sols,,,73,2.017823,49.025711
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1234,,,,,,,,,,,,,0,,,,,S,sols,,,73,2.01794,49.025585
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1235,,,,,,,,,,,,,0,,,,,S,sols,,,71,2.01799,49.025483
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1236,,,,,,,,,,,,,0,,,,,S,sols,,,77,2.018031,49.025384
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1237,,,,,,,,,,,,,0,,,,,S,sols,,,1557,2.016869,49.025418
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1238,,,,,,,,,,,,,0,,,,,S,sols,,,96,2.017131,49.025521
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1239,,,,,,,,,,,,,0,,,,,S,sols,,,26,2.015399,49.026243
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1240,,,,,,,,,,,,,0,,,,,S,sols,,,25,2.015419,49.026154
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1241,,,,,,,,,,,,,0,,,,,S,sols,,,18,2.015461,49.02607
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1242,,,,,,,,,,,,,0,,,,,S,sols,,,1,2.015339,49.025973
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1243,,,,,,,,,,,,,0,,,,,S,sols,,,15,2.015357,49.025873
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1244,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.01549,49.025825
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1245,,,,,,,,,,,,,0,,,,,S,sols,,,7,2.015623,49.025846
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1246,,,,,,,,,,,,,0,,,,,S,sols,,,6,2.015711,49.025861
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1247,,,,,,,,,,,,,0,,,,,S,sols,,,1,2.01577,49.025821
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1248,,,,,,,,,,,,,0,,,,,S,sols,,,6,2.015756,49.025767
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1249,,,,,,,,,,,,,0,,,,,S,sols,,,7,2.015672,49.025753
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1250,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.015531,49.02573
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1251,,,,,,,,,,,,,0,,,,,S,sols,,,15,2.015435,49.02567
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1252,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.015517,49.025548
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1253,,,,,,,,,,,,,0,,,,,S,sols,,,15,2.015535,49.02545
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1254,,,,,,,,,,,,,0,,,,,S,sols,,,23,2.015654,49.025388
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1255,,,,,,,,,,,,,0,,,,,S,sols,,,13,2.015724,49.025329
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1256,,,,,,,,,,,,,0,,,,,S,sols,,,22,2.01586,49.025307
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1257,,,,,,,,,,,,,0,,,,,S,sols,,,20,2.015701,49.025175
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1258,,,,,,,,,,,,,0,,,,,S,sols,,,22,2.015663,49.025128
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1259,,,,,,,,,,,,,0,,,,,S,sols,,,18,2.015549,49.025062
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1260,,,,,,,,,,,,,0,,,,,S,sols,,,18,2.015461,49.024997
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1261,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.015415,49.024991
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1262,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.015474,49.025081
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1263,,,,,,,,,,,,,0,,,,,S,sols,,,22,2.015508,49.025185
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1264,,,,,,,,,,,,,0,,,,,S,sols,,,20,2.015552,49.02523
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1265,,,,,,,,,,,,,0,,,,,S,sols,,,1,2.015448,49.025354
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1266,,,,,,,,,,,,,0,,,,,S,sols,,,18,2.015414,49.025374
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1267,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.015366,49.025497
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1268,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.015291,49.025616
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1269,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.015288,49.025672
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1270,,,,,,,,,,,,,0,,,,,S,sols,,,17,2.015254,49.025792
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1271,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.015216,49.025895
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1272,,,,,,,,,,,,,0,,,,,S,sols,,,20,2.015159,49.02598
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1273,,,,,,,,,,,,,0,,,,,S,sols,,,24,2.015083,49.026113
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1274,,,,,,,,,,,,,0,,,,,S,sols,,,19,2.015167,49.026115
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1275,,,,,,,,,,,,,0,,,,,S,sols,,,1559,2.015419,49.025696
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1276,,,,,,,,,,,,,0,,,,,S,sols,,,12,2.015227,49.026076
2019-421066,2019-01-08,000001,Vente,299000,,,LA PIECE DE LA SIAULE,B028,95490,95637,Vauréal,95,,,95637000EX1277,,,,,,,,,,,,,0,,,,,S,sols,,,30,2.015281,49.026192
2019-421067,2019-01-16,000001,Vente,466590,101,,RUE DE NEUVILLE,0320,95610,95218,Éragny,95,,,95218000AV0049,,,,,,,,,,,,,0,1,Maison,140,6,S,sols,,,540,2.081422,49.016187
2019-421068,2019-01-04,000001,Vente,263900,,,LES GRANDS PRES,B021,95760,95628,Valmondois,95,,,95628000AI0026,,,,,,,,,,,,,0,,,,,S,sols,,,18,2.20226,49.094058
2019-421068,2019-01-04,000001,Vente,263900,4,,BD DE LA GARE,0160,95760,95628,Valmondois,95,,,95628000AI0028,,,,,,,,,,,,,0,1,Maison,55,4,S,sols,,,675,2.202603,49.094116
2019-421068,2019-01-04,000001,Vente,263900,,,LES GRANDS PRES,B021,95760,95628,Valmondois,95,,,95628000AI0029,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,1550,2.202847,49.094099
2019-421068,2019-01-04,000001,Vente,263900,,,LES GRANDS PRES,B021,95760,95628,Valmondois,95,,,95628000AI0029,,,,,,,,,,,,,0,,,,,S,sols,,,100,2.202847,49.094099
2019-421069,2019-01-14,000001,Vente,121000,32,,AV JEAN JAURES,0340,95340,95487,Persan,95,,,95487000AI0099,,,69,44.44,,,,,,,,,1,2,Appartement,45,2,,,,,,2.282782,49.148437
