id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,61,2,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,88,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,91,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,59,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,91,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,71,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,88,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,49,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,59,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,55,2,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,1,Maison,73,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,86,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,68,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,91,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,71,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,88,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,71,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,45,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,84,4,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,68,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,59,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,2,Appartement,59,3,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0360,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,1465,2.094713,49.0477
2019-423361,2019-06-17,000001,Vente,2472930,6,,PL DU GEN DE GAULLE,0757,95300,95500,Pontoise,95,,,95500000AL0362,,,,,,,,,,,,,0,,,,,S,sols,,,36,2.09488,49.047492
2019-423362,2019-06-06,000001,Vente,270000,3,,RUE DE LA CROIX BOISSIERE,0099,95760,95628,Valmondois,95,,,95628000AH0251,,,,,,,,,,,,,0,1,Maison,68,3,S,sols,,,560,2.190358,49.095602
2019-423362,2019-06-06,000001,Vente,270000,3,,RUE DE LA CROIX BOISSIERE,0099,95760,95628,Valmondois,95,,,95628000AH0251,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,100,0,S,sols,,,560,2.190358,49.095602
2019-423362,2019-06-06,000001,Vente,270000,9004,,RUE DE LA CROIX BOISSIERE,0099,95760,95628,Valmondois,95,,,95628000AH0252,,,,,,,,,,,,,0,1,Maison,49,2,S,sols,,,147,2.190148,49.095558
2019-423362,2019-06-06,000001,Vente,270000,,,LE VILLAGE,B043,95760,95628,Valmondois,95,,,95628000AH0253,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,435,2.189962,49.095367
2019-423362,2019-06-06,000001,Vente,270000,,,LE VILLAGE,B043,95760,95628,Valmondois,95,,,95628000AH0254,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,907,2.190176,49.095303
2019-423363,2019-06-19,000001,Vente,280500,31,,RUE DANIEL ANCELLET,0090,95590,95452,Nointel,95,,,95452000AH0211,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,256,2.290047,49.123712
2019-423364,2019-06-17,000001,Vente,335000,6,,RUE BOULONVILLE,0080,95620,95480,Parmain,95,,,95480000AN0283,,,,,,,,,,,,,0,1,Maison,129,5,S,sols,,,871,2.20619,49.131471
2019-423364,2019-06-17,000001,Vente,335000,,,RUE BOULONVILLE,0080,95620,95480,Parmain,95,,,95480000AN0285,,,,,,,,,,,,,0,,,,,S,sols,,,222,2.206005,49.131479
2019-423365,2019-06-20,000001,Vente,355000,38,,SEN DES CARRIERES,0320,95630,95392,Mériel,95,,,95392000AI0709,,,,,,,,,,,,,0,,,,,S,sols,,,19,,
2019-423365,2019-06-20,000001,Vente,355000,,,LES GARENNES,B010,95630,95392,Mériel,95,,,95392000AI0711,,,,,,,,,,,,,0,,,,,S,sols,,,374,,
2019-423365,2019-06-20,000001,Vente,355000,,,LES GARENNES,B010,95630,95392,Mériel,95,,,95392000AI0713,,,,,,,,,,,,,0,,,,,S,sols,,,45,,
2019-423365,2019-06-20,000001,Vente,355000,,,LES GARENNES,B010,95630,95392,Mériel,95,,,95392000AI0715,,,,,,,,,,,,,0,,,,,S,sols,,,203,,
2019-423366,2019-06-24,000002,Vente,5000,,,CHE DU VERT BUISSON,0275,95420,95462,Omerville,95,,,954620000Y0402,,,,,,,,,,,,,0,,,,,AG,terrains d'agrément,,,211,,
2019-423367,2019-06-07,000001,Vente en l'état futur d'achèvement,20000,,,AV DES BRUZACQUES,0126,95280,95323,Jouy-le-Moutier,95,,,95323000CK0952,,,147,,,,,,,,,,1,,,,,,,,,,2.040832,49.010274
2019-423367,2019-06-07,000001,Vente en l'état futur d'achèvement,20000,,,AV DES BRUZACQUES,0126,95280,95323,Jouy-le-Moutier,95,,,95323000CK0952,,,81,,,,,,,,,,1,,,,,,,,,,2.040832,49.010274
2019-423367,2019-06-07,000001,Vente en l'état futur d'achèvement,20000,,,AV DES BRUZACQUES,0126,95280,95323,Jouy-le-Moutier,95,,,95323000CK0952,,,138,,,,,,,,,,1,,,,,,,,,,2.040832,49.010274
2019-423367,2019-06-07,000001,Vente en l'état futur d'achèvement,20000,,,AV DES BRUZACQUES,0126,95280,95323,Jouy-le-Moutier,95,,,95323000CK0952,,,87,,,,,,,,,,1,,,,,,,,,,2.040832,49.010274
2019-423368,2019-06-11,000001,Vente en l'état futur d'achèvement,206000,,,,,,95323,Jouy-le-Moutier,95,,,95323000CK0952,,,154,,,,,,,,,,1,,,,,,,,,,2.040832,49.010274
2019-423368,2019-06-11,000001,Vente en l'état futur d'achèvement,206000,,,,,,95323,Jouy-le-Moutier,95,,,95323000CK0952,,,26,,,,,,,,,,1,,,,,,,,,,2.040832,49.010274
2019-423369,2019-06-03,000001,Vente en l'état futur d'achèvement,233597,,,LA POINTE DU HAZAY,B136,95800,95127,Cergy,95,,,95127000EI0087,,,48,,,,,,,,,,1,,,,,,,,,,2.009252,49.047019
2019-423369,2019-06-03,000001,Vente en l'état futur d'achèvement,233597,,,LA POINTE DU HAZAY,B136,95800,95127,Cergy,95,,,95127000EI0087,,,115,,,,,,,,,,1,,,,,,,,,,2.009252,49.047019
2019-423370,2019-05-29,000001,Vente en l'état futur d'achèvement,326000,,,LES CAILLOUX,B007,95820,95116,Bruyères-sur-Oise,95,,,95116000ZC0752,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,389,2.341163,49.158228
2019-423371,2019-06-07,000001,Vente,229000,9,,RUE DE LA DESTINEE,0348,95800,95127,Cergy,95,,,95127000EI0106,,,118,,37,78.55,,,,,,,2,2,Appartement,79,3,,,,,,2.011841,49.047485
2019-423371,2019-06-07,000001,Vente,229000,9,,RUE DE LA DESTINEE,0348,95800,95127,Cergy,95,,,95127000EI0106,,,144,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.011841,49.047485
2019-423371,2019-06-07,000001,Vente,229000,9,,RUE DE LA DESTINEE,0348,95800,95127,Cergy,95,,,95127000EI0106,,,145,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.011841,49.047485
2019-423372,2019-06-14,000001,Vente,640000,24,B,RUE DES BELLES HATES,0060,95610,95218,Éragny,95,,,95218000AV0669,,,,,,,,,,,,,0,1,Maison,136,3,S,sols,,,521,2.089124,49.018033
2019-423373,2019-06-03,000001,Vente,358000,6,,RUE DE LA BUCHERIE,0069,95490,95637,Vauréal,95,,,95637000EY0084,,,,,,,,,,,,,0,1,Maison,104,5,S,sols,,,309,2.015967,49.030125
2019-423374,2019-06-07,000001,Vente,449000,28,B,RUE POULAIN,1540,95300,95500,Pontoise,95,,,95500000BE0535,,,,,,,,,,,,,0,1,Maison,105,4,S,sols,,,400,2.092543,49.053727
2019-423375,2019-06-07,000001,Vente,138000,3,,RUE DE LA BRETONNERIE,0190,95300,95500,Pontoise,95,,,95500000AK0293,,,10,,16,,5,32.75,,,,,3,2,Appartement,28,2,,,,,,2.0975,49.050164
2019-423376,2019-06-11,000001,Vente,320000,,,RTE DE VILLIERS ADAM,1540,95630,95392,Mériel,95,,,95392000AE0775,,,,,,,,,,,,,0,,,,,S,sols,,,394,2.217297,49.072103
2019-423377,2019-06-20,000002,Vente,40000,,,GR GRANDE RUE,1460,95630,95392,Mériel,95,,,95392000AM0713,,,,,,,,,,,,,0,,,,,VE,vergers,,,440,,
2019-423378,2019-06-21,000001,Vente,204100,12,,RUE GILLES DE MAUPEOU,0020,95450,95002,Ableiges,95,,,950020000B0461,,,,,,,,,,,,,0,1,Maison,50,3,S,sols,,,49,1.981249,49.089713
2019-423378,2019-06-21,000001,Vente,204100,10,,RUE GILLES DE MAUPEOU,0020,95450,95002,Ableiges,95,,,950020000B0815,,,,,,,,,,,,,0,,,,,S,sols,,,142,1.9811,49.089746
2019-423379,2019-06-14,000001,Vente,452000,15,,RUE DES FAISANDEAUX,0104,95800,95183,Courdimanche,95,,,95183000HL0136,,,,,,,,,,,,,0,1,Maison,128,4,S,sols,,,465,1.99939,49.044832
2019-423380,2019-06-12,000001,Vente,158000,1,,AV DU HAUT PAVE,0792,95800,95127,Cergy,95,,,95127000DK0320,,,24,64.8,,,,,,,,,1,2,Appartement,64,3,,,,,,2.031293,49.050881
2019-423380,2019-06-12,000001,Vente,158000,1,,AV DU HAUT PAVE,0792,95800,95127,Cergy,95,,,95127000DK0320,,,37,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.031293,49.050881
2019-423381,2019-06-12,000001,Vente,5000,2,A,RUE HENRI MATISSE,0865,95300,95500,Pontoise,95,,,95500000AX0222,,,261,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.089837,49.05677
2019-423382,2019-06-14,000001,Vente,164500,4,,RUE DE LA VARLOPE,0703,95490,95637,Vauréal,95,,,95637000DM1060,,,219,41.73,,,,,,,,,1,2,Appartement,42,2,,,,,,2.022751,49.023412
2019-423382,2019-06-14,000001,Vente,164500,4,,RUE DE LA VARLOPE,0703,95490,95637,Vauréal,95,,,95637000DM1060,,,302,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.022751,49.023412
2019-423383,2019-06-17,000001,Vente,140000,3,,RUE DE LA NAPPE,0210,95590,95504,Presles,95,,,95504000AH0074,,,12,,16,,26,,5,40,,,4,1,Maison,40,3,,,,,,2.290485,49.110842
2019-423384,2019-05-29,000001,Vente,98000,22,,RUE DE PUISEUX,0865,95520,95476,Osny,95,,,95476000ZA0265,,,52,31.83,576,,763,,,,,,3,2,Appartement,31,1,,,,,,2.047407,49.058852
2019-423385,2019-06-14,000001,Vente,248000,12,,RUE ALPHONSE CALLE,0011,95430,95039,Auvers-sur-Oise,95,,,95039000AM0123,,,,,,,,,,,,,0,1,Maison,76,4,S,sols,,,100,2.168916,49.069857
2019-423385,2019-06-14,000001,Vente,248000,,,RUE ALPHONSE CALLE,0011,95430,95039,Auvers-sur-Oise,95,,,95039000AM0380,,,,,,,,,,,,,0,,,,,S,sols,,,5,2.168913,49.069889
2019-423386,2019-06-03,000001,Vente en l'état futur d'achèvement,197577,,,LA POINTE DU HAZAY,B136,95800,95127,Cergy,95,,,95127000EI0087,,,49,,,,,,,,,,1,,,,,,,,,,2.009252,49.047019
2019-423387,2019-06-20,000001,Vente,1740000,,,RUE DE NEUVILLE,1080,95000,95127,Cergy,95,,,95127000AM0433,,,,,,,,,,,,,0,,,,,J,jardins,POTAG,Jardin potager,8908,2.059883,49.028031
2019-423387,2019-06-20,000001,Vente,1740000,13,,RUE DE NEUVILLE,1080,95000,95127,Cergy,95,,,95127000AM0609,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1150,0,S,sols,,,5354,2.058196,49.027715
2019-423387,2019-06-20,000001,Vente,1740000,13,,RUE DE NEUVILLE,1080,95000,95127,Cergy,95,,,95127000AM0609,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1169,0,J,jardins,POTAG,Jardin potager,1000,2.058196,49.027715
2019-423387,2019-06-20,000001,Vente,1740000,13,,RUE DE NEUVILLE,1080,95000,95127,Cergy,95,,,95127000AM0609,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1150,0,J,jardins,POTAG,Jardin potager,1000,2.058196,49.027715
2019-423387,2019-06-20,000001,Vente,1740000,13,,RUE DE NEUVILLE,1080,95000,95127,Cergy,95,,,95127000AM0609,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,1169,0,S,sols,,,5354,2.058196,49.027715
2019-423388,2019-06-14,000001,Vente,246500,7,,LA DANNE POURPRE,A352,95610,95218,Éragny,95,,,95218000AZ0257,,,132,93.19,,,,,,,,,1,2,Appartement,95,5,,,,,,2.100723,49.023092
2019-423388,2019-06-14,000001,Vente,246500,9001,,LA DANNE POURPRE,A352,95610,95218,Éragny,95,,,95218000AZ0257,,,215,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.100723,49.023092
2019-423389,2019-06-18,000001,Vente,187200,9011,,RES DU BOIS BOULOGNE,A075,95290,95313,L'Isle-Adam,95,,,95313000AP0022,,,1539,62.3,1550,,,,,,,,2,2,Appartement,64,3,,,,,,2.219896,49.118964
2019-423389,2019-06-18,000001,Vente,187200,9001,,RES DU BOIS BOULOGNE,A075,95290,95313,L'Isle-Adam,95,,,95313000AP0022,,,1910,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.219896,49.118964
2019-423390,2019-06-19,000001,Vente en l'état futur d'achèvement,375000,46,B,AV DE PARIS,0470,95290,95313,L'Isle-Adam,95,,,95313000AW0094,,,319,,,,,,,,,,1,,,,,,,,,,2.226024,49.109932
2019-423390,2019-06-19,000001,Vente en l'état futur d'achèvement,375000,46,B,AV DE PARIS,0470,95290,95313,L'Isle-Adam,95,,,95313000AW0094,,,108,,,,,,,,,,1,,,,,,,,,,2.226024,49.109932
2019-423390,2019-06-19,000001,Vente en l'état futur d'achèvement,375000,46,B,AV DE PARIS,0470,95290,95313,L'Isle-Adam,95,,,95313000AW0094,,,418,,,,,,,,,,1,,,,,,,,,,2.226024,49.109932
2019-423391,2019-06-21,000001,Vente,235400,49,,RUE DU BUISSON PRUNELLE,0095,95800,95127,Cergy,95,,,95127000DV0014,,,,,,,,,,,,,0,1,Maison,89,4,S,sols,,,170,2.020801,49.053371
2019-423391,2019-06-21,000001,Vente,235400,,,LE GRATINLEU,B123,95800,95127,Cergy,95,,,95127000DV0054,,,,,,,,,,,,,0,,,,,S,sols,,,38,2.021482,49.053537
2019-423391,2019-06-21,000001,Vente,235400,,,LE GRATINLEU,B123,95800,95127,Cergy,95,,,95127000DV0055,,,,,,,,,,,,,0,,,,,S,sols,,,3359,2.021149,49.05327
2019-423392,2019-06-06,000001,Vente,383200,8,,CHE DE LA CAVEE DE NEUVILLE,0090,95620,95480,Parmain,95,,,95480000AM0120,,,,,,,,,,,,,0,1,Maison,100,5,J,jardins,FLOR,Jardin floral,500,2.203919,49.132652
2019-423392,2019-06-06,000001,Vente,383200,8,,CHE DE LA CAVEE DE NEUVILLE,0090,95620,95480,Parmain,95,,,95480000AM0120,,,,,,,,,,,,,0,1,Maison,100,5,S,sols,,,560,2.203919,49.132652
2019-423393,2019-06-25,000001,Vente en l'état futur d'achèvement,240000,47,,AV GAVROCHE,0323,95490,95637,Vauréal,95,,,95637000DN1469,,,25,,,,,,,,,,1,,,,,,,,,,2.028462,49.027444
2019-423393,2019-06-25,000001,Vente en l'état futur d'achèvement,240000,47,,AV GAVROCHE,0323,95490,95637,Vauréal,95,,,95637000DN1499,,,702,,,,,,,,,,1,,,,,,,,,,2.028318,49.027937
2019-423393,2019-06-25,000001,Vente en l'état futur d'achèvement,240000,47,,AV GAVROCHE,0323,95490,95637,Vauréal,95,,,95637000DN1499,,,701,,,,,,,,,,1,,,,,,,,,,2.028318,49.027937
2019-423393,2019-06-25,000001,Vente en l'état futur d'achèvement,240000,47,,AV GAVROCHE,0323,95490,95637,Vauréal,95,,,95637000DN1499,,,503,,,,,,,,,,1,,,,,,,,,,2.028318,49.027937
2019-423394,2019-06-24,000001,Vente en l'état futur d'achèvement,290000,46,B,AV DE PARIS,0470,95290,95313,L'Isle-Adam,95,,,95313000AW0094,,,408,,,,,,,,,,1,,,,,,,,,,2.226024,49.109932
2019-423394,2019-06-24,000001,Vente en l'état futur d'achèvement,290000,46,B,AV DE PARIS,0470,95290,95313,L'Isle-Adam,95,,,95313000AW0094,,,311,,,,,,,,,,1,,,,,,,,,,2.226024,49.109932
2019-423394,2019-06-24,000001,Vente en l'état futur d'achèvement,290000,46,B,AV DE PARIS,0470,95290,95313,L'Isle-Adam,95,,,95313000AW0094,,,7,,,,,,,,,,1,,,,,,,,,,2.226024,49.109932
2019-423395,2019-06-04,000001,Vente,110000,8,,RUE DU MAIL,0460,95310,95572,Saint-Ouen-l'Aumône,95,,,95572000BI0218,,,6,51.22,,,,,,,,,1,2,Appartement,51,2,,,,,,2.104747,49.047467
2019-423395,2019-06-04,000001,Vente,110000,8,,RUE DU MAIL,0460,95310,95572,Saint-Ouen-l'Aumône,95,,,95572000BI0218,,,11,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.104747,49.047467
2019-423396,2019-06-18,000001,Vente,400000,3,,RUE DE MOSCOU,0700,95520,95476,Osny,95,,,95476000AE0807,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,678,2.067954,49.070344
2019-423396,2019-06-18,000001,Vente,400000,,,RUE DE MOSCOU,0700,95520,95476,Osny,95,,,95476000AE0808,,,,,,,,,,,,,0,,,,,S,sols,,,20,2.068089,49.070482
2019-423397,2019-06-14,000001,Vente en l'état futur d'achèvement,216000,,,LES BRUZACQUES,B016,95280,95323,Jouy-le-Moutier,95,,,95323000CN0957,,,19,,,,,,,,,,1,,,,,,,,,,2.044878,49.010238
2019-423397,2019-06-14,000001,Vente en l'état futur d'achèvement,216000,,,LES BRUZACQUES,B016,95280,95323,Jouy-le-Moutier,95,,,95323000CN0957,,,330,,,,,,,,,,1,,,,,,,,,,2.044878,49.010238
2019-423398,2019-06-19,000001,Vente,2830,,,LES TERRES ROUGES,B078,95830,95177,Cormeilles-en-Vexin,95,,,95177000AE0098,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,566,2.024224,49.110775
2019-423399,2019-06-20,000001,Vente,694300,,,RUE SERPENTE,1712,95800,95127,Cergy,95,,,95127000CW0247,,,,,,,,,,,,,0,,,,,S,sols,,,20,2.052254,49.045408
2019-423399,2019-06-20,000001,Vente,694300,30,,AV DU NORD,1098,95000,95127,Cergy,95,,,95127000CW0304,,,,,,,,,,,,,0,1,Maison,194,5,S,sols,,,1457,2.052382,49.045323
2019-423399,2019-06-20,000001,Vente,694300,,,ALL DU BELVEDERE,0047,95000,95127,Cergy,95,,,95127000CW0311,,,,,,,,,,,,,0,,,,,S,sols,,,23,2.052294,49.04499
